# Filename: 2DKT_FPquench_vsl_T_1_0.1_lmax10_dl0.00025_tmax10_dt01e-05_BC3_dbug.dat
# Source: 2DKT_FPquench.c
# Source version: 4 (2011 May 26 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: BC=3, iTfrac=1, qTfrac=0.1, lmax=10, lsteps=40000, (dl=0.00025), lpts=40001, ldatamax=100, tmax=10, dt0=1e-05, a0=1, a02=1, a04=1, K0c=0.747853

# time step n_t = 2	t = 2.000000e-05	(dt = 1.000000e-05)
# T/Tc	1-T/Tc	l	K	K/K0	G
0.1	0.9	0	7.47853	1	26.7191
0.1	0.9	8.6	-nan	-nan	4.85736e-20
0.1	0.9	8.7	-nan	-nan	3.20188e-20
0.1	0.9	8.8	-nan	-nan	2.11092e-20
0.1	0.9	8.9	-nan	-nan	1.39187e-20
0.1	0.9	9	-nan	-nan	9.17882e-21
0.1	0.9	9.1	-nan	-nan	6.05387e-21
0.1	0.9	9.2	-nan	-nan	3.99335e-21
0.1	0.9	9.3	-nan	-nan	2.6345e-21
0.1	0.9	9.4	-nan	-nan	1.73826e-21
0.1	0.9	9.5	-nan	-nan	1.14706e-21
0.1	0.9	9.6	-nan	-nan	7.57028e-22
0.1	0.9	9.7	-nan	-nan	4.99678e-22
0.1	0.9	9.8	-nan	-nan	3.29854e-22
0.1	0.9	9.9	-nan	-nan	2.17773e-22
0.1	0.9	10	-nan	-nan	1.43214e-22
