# Filename: 3Dvlt_macro_Tv_Op12_Cc0.55_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.55, K0c=0.464697047039484, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0
0.9998	0.000199526	10	59.5091	1.71302e-243	0	128.034	0.00581275	1.50001e-269
0.999749	0.000251189	10	69.4655	9.13213e-286	0	149.448	0.00678493	7.99656e-312
0.999684	0.000316228	10	81.0885	3.60668e-322	0	174.442	0.00791967	0
0.999602	0.000398107	10	94.6575	3.11261e-322	0	203.616	0.00924416	0
0.999499	0.000501187	10	110.499	2.61855e-322	0	237.668	0.0107901	0
0.999369	0.000630957	10	128.994	2.2727e-322	0	277.412	0.0125945	0
0.999206	0.000794328	10	150.589	1.92686e-322	0	323.801	0.0147005	0
0.999	0.001	10	175.804	1.63042e-322	0	377.942	0.0171585	0
0.998741	0.00125893	10	205.251	1.43279e-322	0	441.131	0.0200273	0
0.998415	0.00158489	10	239.641	1.18576e-322	0	514.876	0.0233753	0
0.998005	0.00199526	10	279.812	1.03754e-322	0	600.937	0.0272825	0
0.997488	0.00251189	10	326.744	8.89318e-323	0	701.367	0.031842	0
0.996838	0.00316228	10	381.587	7.41098e-323	0	818.555	0.0371623	0
0.996019	0.00398107	10	445.693	6.42285e-323	0	955.286	0.0433699	0
0.994988	0.00501187	10	520.655	5.43472e-323	0	1114.8	0.050612	0
0.99369	0.00630957	10	608.353	4.44659e-323	0	1300.88	0.0590598	0
0.992057	0.00794328	10	711.011	3.95253e-323	0	1517.9	0.0689125	0
