# Filename: vlt_FPquench_vst_T_1_0.1_P_00.050_lmax1_dl0.0008_tmax10000_dt04e-09.dat
# Source: vlt_FPquench.c
# Source version: 1 (2011 Jan 18)
# Parameter values: iTfrac=1, qTfrac=0.1, P=0.05 (Cc=1.10502, K0c=0.295611), lmax=1, lsteps=1250, (dl=0.0008), lpts=1251, ldatamax=250, tmax=10000, dt0=4e-09, a0=1, a06=1, THETA=0.6, CONST=1
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
41066	0.000164264	0.1	0.9	1	0.621196	0.210139	0.0786683	0.000246954	0.190343
46078	0.000184312	0.1	0.9	1	0.617779	0.208984	0.0786683	0.000254602	0.190309
51701	0.000206804	0.1	0.9	1	0.613944	0.207686	0.0786683	0.000262991	0.190277
58011	0.000232044	0.1	0.9	1	0.609638	0.20623	0.0786683	0.000272216	0.190249
65090	0.00026036	0.1	0.9	1	0.604805	0.204595	0.0786683	0.000282386	0.190225
73034	0.000292136	0.1	0.9	1	0.599379	0.202759	0.0786683	0.000293635	0.19021
81946	0.000327784	0.1	0.9	1	0.593289	0.200699	0.0786683	0.000306112	0.190206
91946	0.000367784	0.1	0.9	1	0.586453	0.198387	0.0786683	0.000320003	0.190219
103166	0.000412664	0.1	0.9	1	0.578783	0.195792	0.0786683	0.000335525	0.190254
115756	0.000463024	0.1	0.9	1	0.570179	0.192881	0.0786683	0.000352941	0.19032
129881	0.000519524	0.1	0.9	1	0.560535	0.189619	0.0786683	0.000372566	0.190426
145730	0.00058292	0.1	0.9	1	0.549732	0.185964	0.0786683	0.00039479	0.190586
163513	0.000654052	0.1	0.9	1	0.537644	0.181875	0.0786683	0.000420088	0.190818
183465	0.00073386	0.1	0.9	1	0.524138	0.177306	0.0786683	0.00044905	0.191145
205852	0.000823408	0.1	0.9	1	0.509074	0.172211	0.0786683	0.000482417	0.191597
230971	0.000923884	0.1	0.9	1	0.492314	0.166541	0.0786683	0.00052112	0.192213
259155	0.00103662	0.1	0.9	1	0.473724	0.160252	0.0597015	0.000566352	0.193048
290778	0.00116311	0.1	0.9	1	0.453184	0.153304	0.0597015	0.000619647	0.19417
