# Filename: vlt_FPquench_vst_T_0.85_0.1_P_00.050_lmax1_dl0.0008_tmax10000_dt04e-09.dat
# Source: vlt_FPquench.c
# Source version: 1 (2011 Jan 18)
# Parameter values: iTfrac=0.85, qTfrac=0.1, P=0.05 (Cc=1.10502, K0c=0.295611), lmax=1, lsteps=1250, (dl=0.0008), lpts=1251, ldatamax=250, tmax=10000, dt0=4e-09, a0=1, a06=1, THETA=0.6, CONST=1
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
2301	9.204e-06	0.1	0.9	1	1.68577	0.570264	0.210064	2.95954e-05	0.0863441
2583	1.0332e-05	0.1	0.9	1	1.68546	0.570162	0.209762	2.98825e-05	0.0863391
2899	1.1596e-05	0.1	0.9	1	1.68512	0.570047	0.209762	3.01886e-05	0.0863336
3254	1.3016e-05	0.1	0.9	1	1.68474	0.569918	0.209762	3.0516e-05	0.0863274
3652	1.4608e-05	0.1	0.9	1	1.68431	0.569773	0.209762	3.08657e-05	0.0863205
4099	1.6396e-05	0.1	0.9	1	1.68383	0.56961	0.209762	3.12401e-05	0.0863127
4600	1.84e-05	0.1	0.9	1	1.6833	0.569428	0.209762	3.16403e-05	0.0863041
5162	2.0648e-05	0.1	0.9	1	1.68269	0.569224	0.209762	3.20688e-05	0.0862945
5793	2.3172e-05	0.1	0.9	1	1.68201	0.568995	0.209762	3.25282e-05	0.0862838
6501	2.6004e-05	0.1	0.9	1	1.68125	0.568738	0.209762	3.30208e-05	0.0862718
7296	2.9184e-05	0.1	0.9	1	1.6804	0.568449	0.209762	3.35498e-05	0.0862584
8187	3.2748e-05	0.1	0.9	1	1.67944	0.568125	0.209762	3.41173e-05	0.0862435
9187	3.6748e-05	0.1	0.9	1	1.67837	0.567761	0.209762	3.47274e-05	0.0862268
10309	4.1236e-05	0.1	0.9	1	1.67716	0.567353	0.209762	3.53838e-05	0.0862083
11568	4.6272e-05	0.1	0.9	1	1.6758	0.566894	0.209762	3.60907e-05	0.0861877
12980	5.192e-05	0.1	0.9	1	1.67428	0.56638	0.209762	3.68525e-05	0.0861647
14565	5.826e-05	0.1	0.9	1	1.67257	0.565801	0.209762	3.76748e-05	0.0861392
16343	6.5372e-05	0.1	0.9	1	1.67065	0.565151	0.209762	3.85631e-05	0.0861108
18339	7.3356e-05	0.1	0.9	1	1.66849	0.56442	0.209762	3.95245e-05	0.0860792
20577	8.2308e-05	0.1	0.9	1	1.66606	0.563599	0.209762	4.05651e-05	0.0860442
23089	9.2356e-05	0.1	0.9	1	1.66333	0.562675	0.209762	4.16942e-05	0.0860053
25908	0.000103632	0.1	0.9	1	1.66026	0.561635	0.206737	4.2921e-05	0.0859623
29070	0.00011628	0.1	0.9	1	1.6568	0.560465	0.206737	4.42555e-05	0.0859147
32618	0.000130472	0.1	0.9	1	1.6529	0.559146	0.206737	4.57101e-05	0.0858621
36599	0.000146396	0.1	0.9	1	1.64851	0.55766	0.206737	4.72985e-05	0.085804
41066	0.000164264	0.1	0.9	1	1.64355	0.555984	0.206737	4.90366e-05	0.08574
46078	0.000184312	0.1	0.9	1	1.63796	0.554094	0.206737	5.09424e-05	0.0856696
51701	0.000206804	0.1	0.9	1	1.63165	0.551959	0.206737	5.30367e-05	0.0855925
58011	0.000232044	0.1	0.9	1	1.62452	0.549546	0.206737	5.53444e-05	0.085508
65090	0.00026036	0.1	0.9	1	1.61645	0.546817	0.206737	5.78935e-05	0.0854159
73034	0.000292136	0.1	0.9	1	1.60732	0.543728	0.206737	6.07179e-05	0.0853157
81946	0.000327784	0.1	0.9	1	1.59698	0.54023	0.206737	6.38565e-05	0.0852073
91946	0.000367784	0.1	0.9	1	1.58525	0.536263	0.206737	6.73565e-05	0.0850906
103166	0.000412664	0.1	0.9	1	1.57194	0.53176	0.206737	7.12737e-05	0.0849658
115756	0.000463024	0.1	0.9	1	1.55682	0.526645	0.206737	7.56757e-05	0.0848334
129881	0.000519524	0.1	0.9	1	1.53964	0.520831	0.206737	8.0643e-05	0.0846943
145730	0.00058292	0.1	0.9	1	1.52008	0.514216	0.206737	8.62753e-05	0.0845501
163513	0.000654052	0.1	0.9	1	1.49782	0.506684	0.206737	9.26944e-05	0.0844033
183465	0.00073386	0.1	0.9	1	1.47246	0.498107	0.206737	0.000100051	0.0842576
205852	0.000823408	0.1	0.9	1	1.44357	0.488335	0.206737	0.000108534	0.0841182
230971	0.000923884	0.1	0.9	1	1.41067	0.477205	0.206737	0.000118382	0.0839929
259155	0.00103662	0.1	0.9	1	1.37323	0.464538	0.172415	0.000129898	0.0838922
290778	0.00116311	0.1	0.9	1	1.33067	0.45014	0.172415	0.000143475	0.0838311
