# Filename: 2DKT_FPquench_inject_SteadyState_vsl_T_1_lmax10_dl0.008_linj3_InjConst1_dGdl00.dat
# Source: 2DKT_FPquench.c
# Source version: 1 (2011 May 11 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=1, qTfrac=0.95, lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, linj=3, InjConst=1, dGdl0=0, tmax=10000, dt0=1e-05, a0=1, a04=1, K0c=0.747853

# time step n = 0	t = 0.000000e+00	(dt = 1.000000e-05)
# T/Tc	1-T/Tc	l	K	K/K0	G
1	0	0	0.747853	1	0.000622969
1	0	1.44	0.0802838	0.107352	0.00151144
1	0	1.48	0.0662597	0.0885999	0.00159999
1	0	1.52	0.0544494	0.0728077	0.00169221
1	0	1.56	0.0445904	0.0596246	0.00178774
1	0	1.6	0.0364203	0.0486998	0.00188621
1	0	1.64	0.0296897	0.0396999	0.00198728
1	0	1.68	0.0241711	0.0323206	0.00209063
1	0	1.72	0.0196627	0.0262921	0.00219597
1	0	1.76	0.0159894	0.0213804	0.00230303
1	0	1.8	0.0130024	0.0173863	0.00241157
1	0	1.84	0.0105764	0.0141423	0.00252138
1	0	1.88	0.00860745	0.0115095	0.00263229
1	0	1.92	0.00700987	0.00937332	0.00274413
1	0	1.96	0.00571348	0.00763984	0.00285676
1	0	2	0.0046611	0.00623265	0.00297007
1	0	2.04	0.0038063	0.00508964	0.00308395
1	0	2.08	0.00311145	0.00416051	0.00319832
1	0	2.12	0.00254611	0.00340456	0.00331311
1	0	2.16	0.00208569	0.00278891	0.00342824
1	0	2.2	0.00171034	0.002287	0.00354368
1	0	2.24	0.001404	0.00187737	0.00365937
1	0	2.28	0.00115371	0.00154269	0.00377527
1	0	2.32	0.000948987	0.00126895	0.00389135
1	0	2.36	0.000781353	0.0010448	0.00400758
1	0	2.4	0.000643939	0.00086105	0.00412395
1	0	2.44	0.000531175	0.000710267	0.00424042
1	0	2.48	0.000438545	0.000586405	0.00435699
1	0	2.52	0.000362375	0.000484554	0.00447364
1	0	2.56	0.00029968	0.00040072	0.00459036
1	0	2.6	0.000248026	0.00033165	0.00470713
1	0	2.64	0.000205429	0.000274692	0.00482395
1	0	2.68	0.000170272	0.000227681	0.00494081
1	0	2.72	0.000141229	0.000188846	0.00505771
1	0	2.76	0.000117218	0.000156739	0.00517463
1	0	2.8	9.7351e-05	0.000130174	0.00529158
1	0	2.84	8.09008e-05	0.000108177	0.00540855
1	0	2.88	6.72697e-05	8.99505e-05	0.00552554
1	0	2.92	5.59669e-05	7.48367e-05	0.00564255
1	0	2.96	4.65883e-05	6.22961e-05	0.00575956
1	0	3	3.88014e-05	5.18838e-05	0.00587659
1	0	3.04	-nan	-nan	-nan
1	0	3.08	-nan	-nan	-nan
1	0	3.12	-nan	-nan	-nan
1	0	3.16	-nan	-nan	-nan
1	0	3.2	-nan	-nan	-nan
1	0	3.24	-nan	-nan	-nan
1	0	3.28	-nan	-nan	-nan
1	0	3.32	-nan	-nan	-nan
1	0	3.36	-nan	-nan	-nan
1	0	3.4	-nan	-nan	-nan
1	0	3.44	-nan	-nan	-nan
1	0	3.48	-nan	-nan	-nan
1	0	3.52	-nan	-nan	-nan
1	0	3.56	-nan	-nan	-nan
1	0	3.6	-nan	-nan	-nan
1	0	3.64	-nan	-nan	-nan
1	0	3.68	-nan	-nan	-nan
1	0	3.72	-nan	-nan	-nan
1	0	3.76	-nan	-nan	-nan
1	0	3.8	-nan	-nan	-nan
1	0	3.84	-nan	-nan	-nan
1	0	3.88	-nan	-nan	-nan
1	0	3.92	-nan	-nan	-nan
1	0	3.96	-nan	-nan	-nan
1	0	4	-nan	-nan	-nan
1	0	4.04	-nan	-nan	-nan
1	0	4.08	-nan	-nan	-nan
1	0	4.12	-nan	-nan	-nan
1	0	4.16	-nan	-nan	-nan
1	0	4.2	-nan	-nan	-nan
1	0	4.24	-nan	-nan	-nan
1	0	4.28	-nan	-nan	-nan
1	0	4.32	-nan	-nan	-nan
1	0	4.36	-nan	-nan	-nan
1	0	4.4	-nan	-nan	-nan
1	0	4.44	-nan	-nan	-nan
1	0	4.48	-nan	-nan	-nan
1	0	4.52	-nan	-nan	-nan
1	0	4.56	-nan	-nan	-nan
1	0	4.6	-nan	-nan	-nan
1	0	4.64	-nan	-nan	-nan
1	0	4.68	-nan	-nan	-nan
1	0	4.72	-nan	-nan	-nan
1	0	4.76	-nan	-nan	-nan
1	0	4.8	-nan	-nan	-nan
1	0	4.84	-nan	-nan	-nan
1	0	4.88	-nan	-nan	-nan
1	0	4.92	-nan	-nan	-nan
1	0	4.96	-nan	-nan	-nan
1	0	5	-nan	-nan	-nan
1	0	5.04	-nan	-nan	-nan
1	0	5.08	-nan	-nan	-nan
1	0	5.12	-nan	-nan	-nan
1	0	5.16	-nan	-nan	-nan
1	0	5.2	-nan	-nan	-nan
1	0	5.24	-nan	-nan	-nan
1	0	5.28	-nan	-nan	-nan
1	0	5.32	-nan	-nan	-nan
1	0	5.36	-nan	-nan	-nan
1	0	5.4	-nan	-nan	-nan
1	0	5.44	-nan	-nan	-nan
1	0	5.48	-nan	-nan	-nan
1	0	5.52	-nan	-nan	-nan
1	0	5.56	-nan	-nan	-nan
1	0	5.6	-nan	-nan	-nan
1	0	5.64	-nan	-nan	-nan
1	0	5.68	-nan	-nan	-nan
1	0	5.72	-nan	-nan	-nan
1	0	5.76	-nan	-nan	-nan
1	0	5.8	-nan	-nan	-nan
1	0	5.84	-nan	-nan	-nan
1	0	5.88	-nan	-nan	-nan
1	0	5.92	-nan	-nan	-nan
1	0	5.96	-nan	-nan	-nan
1	0	6	-nan	-nan	-nan
1	0	6.04	-nan	-nan	-nan
1	0	6.08	-nan	-nan	-nan
1	0	6.12	-nan	-nan	-nan
1	0	6.16	-nan	-nan	-nan
1	0	6.2	-nan	-nan	-nan
1	0	6.24	-nan	-nan	-nan
1	0	6.28	-nan	-nan	-nan
1	0	6.32	-nan	-nan	-nan
1	0	6.36	-nan	-nan	-nan
1	0	6.4	-nan	-nan	-nan
1	0	6.44	-nan	-nan	-nan
1	0	6.48	-nan	-nan	-nan
1	0	6.52	-nan	-nan	-nan
1	0	6.56	-nan	-nan	-nan
1	0	6.6	-nan	-nan	-nan
1	0	6.64	-nan	-nan	-nan
1	0	6.68	-nan	-nan	-nan
1	0	6.72	-nan	-nan	-nan
1	0	6.76	-nan	-nan	-nan
1	0	6.8	-nan	-nan	-nan
1	0	6.84	-nan	-nan	-nan
1	0	6.88	-nan	-nan	-nan
1	0	6.92	-nan	-nan	-nan
1	0	6.96	-nan	-nan	-nan
1	0	7	-nan	-nan	-nan
1	0	7.04	-nan	-nan	-nan
1	0	7.08	-nan	-nan	-nan
1	0	7.12	-nan	-nan	-nan
1	0	7.16	-nan	-nan	-nan
1	0	7.2	-nan	-nan	-nan
1	0	7.24	-nan	-nan	-nan
1	0	7.28	-nan	-nan	-nan
1	0	7.32	-nan	-nan	-nan
1	0	7.36	-nan	-nan	-nan
1	0	7.4	-nan	-nan	-nan
1	0	7.44	-nan	-nan	-nan
1	0	7.48	-nan	-nan	-nan
1	0	7.52	-nan	-nan	-nan
1	0	7.56	-nan	-nan	-nan
1	0	7.6	-nan	-nan	-nan
1	0	7.64	-nan	-nan	-nan
1	0	7.68	-nan	-nan	-nan
1	0	7.72	-nan	-nan	-nan
1	0	7.76	-nan	-nan	-nan
1	0	7.8	-nan	-nan	-nan
1	0	7.84	-nan	-nan	-nan
1	0	7.88	-nan	-nan	-nan
1	0	7.92	-nan	-nan	-nan
1	0	7.96	-nan	-nan	-nan
1	0	8	-nan	-nan	-nan
1	0	8.04	-nan	-nan	-nan
1	0	8.08	-nan	-nan	-nan
1	0	8.12	-nan	-nan	-nan
1	0	8.16	-nan	-nan	-nan
1	0	8.2	-nan	-nan	-nan
1	0	8.24	-nan	-nan	-nan
1	0	8.28	-nan	-nan	-nan
1	0	8.32	-nan	-nan	-nan
1	0	8.36	-nan	-nan	-nan
1	0	8.4	-nan	-nan	-nan
1	0	8.44	-nan	-nan	-nan
1	0	8.48	-nan	-nan	-nan
1	0	8.52	-nan	-nan	-nan
1	0	8.56	-nan	-nan	-nan
1	0	8.6	-nan	-nan	-nan
1	0	8.64	-nan	-nan	-nan
1	0	8.68	-nan	-nan	-nan
1	0	8.72	-nan	-nan	-nan
1	0	8.76	-nan	-nan	-nan
1	0	8.8	-nan	-nan	-nan
1	0	8.84	-nan	-nan	-nan
1	0	8.88	-nan	-nan	-nan
1	0	8.92	-nan	-nan	-nan
1	0	8.96	-nan	-nan	-nan
1	0	9	-nan	-nan	-nan
1	0	9.04	-nan	-nan	-nan
1	0	9.08	-nan	-nan	-nan
1	0	9.12	-nan	-nan	-nan
1	0	9.16	-nan	-nan	-nan
1	0	9.2	-nan	-nan	-nan
1	0	9.24	-nan	-nan	-nan
1	0	9.28	-nan	-nan	-nan
1	0	9.32	-nan	-nan	-nan
1	0	9.36	-nan	-nan	-nan
1	0	9.4	-nan	-nan	-nan
1	0	9.44	-nan	-nan	-nan
1	0	9.48	-nan	-nan	-nan
1	0	9.52	-nan	-nan	-nan
1	0	9.56	-nan	-nan	-nan
1	0	9.6	-nan	-nan	-nan
1	0	9.64	-nan	-nan	-nan
1	0	9.68	-nan	-nan	-nan
1	0	9.72	-nan	-nan	-nan
1	0	9.76	-nan	-nan	-nan
1	0	9.8	-nan	-nan	-nan
1	0	9.84	-nan	-nan	-nan
1	0	9.88	-nan	-nan	-nan
1	0	9.92	-nan	-nan	-nan
1	0	9.96	-nan	-nan	-nan
1	0	10	-nan	-nan	-nan
