# Filename: vlt_FPquench_vsl_3_T_0.999_0.95_P_00.050_lmax10_dl0.008_tmax100_dt00.0001.dat
# Source: vlt_FPquench.c
# Source version: 6 (2011 Apr 12 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=0.999, qTfrac=0.95, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=100, dt0=0.0001, a0=1, a03=1, a06=1, FPconst=1, Lconst=1

# time step n_t = 0	t = 0.000000e+00	(dt = 1.000000e-04)
# T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	dG
0.999	0.001	3.24	0.549193	1.85595	0.0726861	8.76966e-11	0
0.999	0.001	3.28	0.559499	1.89077	0.0711465	6.52084e-11	0
0.999	0.001	3.32	0.570463	1.92783	0.0696964	4.83348e-11	0
0.999	0.001	3.36	0.582127	1.96724	0.0683327	3.57099e-11	0
0.999	0.001	3.4	0.594531	2.00916	0.0670523	2.62919e-11	0
0.999	0.001	3.44	0.607721	2.05374	0.0658524	1.92883e-11	0
0.999	0.001	3.48	0.621743	2.10112	0.0647302	1.40973e-11	0
0.999	0.001	3.52	0.636645	2.15148	0.0636827	1.02632e-11	0
0.999	0.001	3.56	0.652476	2.20498	0.0627071	7.44151e-12	0
0.999	0.001	3.6	0.669289	2.2618	0.0618008	5.37284e-12	0
0.999	0.001	3.64	0.687136	2.32211	0.0609609	3.86228e-12	0
0.999	0.001	3.68	0.706071	2.3861	0.0601846	2.76385e-12	0
0.999	0.001	3.72	0.726152	2.45396	0.0594693	1.96856e-12	0
0.999	0.001	3.76	0.747435	2.52589	0.0588121	1.39536e-12	0
0.999	0.001	3.8	0.769977	2.60207	0.0582102	9.84157e-13	0
0.999	0.001	3.84	0.793838	2.6827	0.0576609	6.90605e-13	0
0.999	0.001	3.88	0.819078	2.768	0.0571614	4.82091e-13	0
0.999	0.001	3.92	0.845755	2.85815	0.0567089	3.34747e-13	0
0.999	0.001	3.96	0.873931	2.95337	0.0563004	2.31181e-13	0
0.999	0.001	4	0.903666	3.05385	0.0559333	1.58782e-13	0
0.999	0.001	4.04	0.935019	3.15981	0.0556047	1.08453e-13	0
0.999	0.001	4.08	0.968052	3.27144	0.0553118	7.36632e-14	0
0.999	0.001	4.12	1.00283	3.38896	0.0550519	4.97523e-14	0
0.999	0.001	4.16	1.03941	3.51258	0.0548228	3.32481e-14	0
0.999	0.001	4.2	1.07789	3.64262	0.0546232	2.18921e-14	0
0.999	0.001	4.24	1.11836	3.77938	0.0544517	1.41919e-14	0
0.999	0.001	4.28	1.1609	3.92314	0.0543067	9.05065e-15	0
0.999	0.001	4.32	1.20559	4.07417	0.0541859	5.67338e-15	0
0.999	0.001	4.36	1.2525	4.2327	0.054087	3.49263e-15	0
0.999	0.001	4.4	1.30169	4.39895	0.0540074	2.10972e-15	0
0.999	0.001	4.44	1.35324	4.57315	0.0539446	1.24928e-15	0
0.999	0.001	4.48	1.4072	4.75549	0.053896	7.24526e-16	0
0.999	0.001	4.52	1.46362	4.94618	0.0538591	4.11136e-16	0
0.999	0.001	4.56	1.52258	5.14542	0.0538317	2.28048e-16	0
0.999	0.001	4.6	1.58413	5.35344	0.0538119	1.2352e-16	0
0.999	0.001	4.64	1.64835	5.57046	0.0537978	6.5263e-17	0
0.999	0.001	4.68	1.71532	5.79675	0.0537881	3.3601e-17	0
0.999	0.001	4.72	1.7851	6.03259	0.0537816	1.6839e-17	0
0.999	0.001	4.76	1.85781	6.27828	0.0537773	8.20479e-18	0
0.999	0.001	4.8	1.93353	6.53417	0.0537746	3.88236e-18	0
0.999	0.001	4.84	2.01237	6.80063	0.0537729	1.78187e-18	0
0.999	0.001	4.88	2.09446	7.07803	0.0537719	7.92249e-19	0
0.999	0.001	4.92	2.17991	7.36681	0.0537713	3.4079e-19	0
0.999	0.001	4.96	2.26886	7.66741	0.053771	1.41633e-19	0
0.999	0.001	5	2.36145	7.9803	0.0537708	5.67913e-20	0
0.999	0.001	5.04	2.45782	8.30597	0.0537707	2.19384e-20	0
0.999	0.001	5.08	2.55812	8.64493	0.0537707	8.15212e-21	0
0.999	0.001	5.12	2.66252	8.99774	0.0537707	2.90932e-21	0
0.999	0.001	5.16	2.77118	9.36494	0.0537707	9.95527e-22	0
0.999	0.001	5.2	2.88427	9.74713	0.0537707	3.26068e-22	0
0.999	0.001	5.24	3.00198	10.1449	0.0537707	1.02043e-22	0
0.999	0.001	5.28	3.12449	10.5589	0.0537707	3.0456e-23	0
0.999	0.001	5.32	3.25201	10.9899	0.0537707	8.65235e-24	0
0.999	0.001	5.36	3.38472	11.4384	0.0537707	2.33504e-24	0
0.999	0.001	5.4	3.52286	11.9052	0.0537707	5.97375e-25	0
0.999	0.001	5.44	3.66663	12.391	0.0537707	1.44558e-25	0
0.999	0.001	5.48	3.81627	12.8967	0.0537707	3.30142e-26	0
0.999	0.001	5.52	3.97201	13.423	0.0537707	7.09894e-27	0
0.999	0.001	5.56	4.13411	13.9708	0.0537707	1.4337e-27	0
0.999	0.001	5.6	4.30283	14.541	0.0537707	2.71259e-28	0
0.999	0.001	5.64	4.47843	15.1344	0.0537707	4.79536e-29	0
0.999	0.001	5.68	4.6612	15.7521	0.0537707	7.89894e-30	0
0.999	0.001	5.72	4.85143	16.3949	0.0537707	1.20887e-30	0
0.999	0.001	5.76	5.04942	17.064	0.0537707	1.7138e-31	0
0.999	0.001	5.8	5.25549	17.7604	0.0537707	2.24368e-32	0
0.999	0.001	5.84	5.46997	18.4852	0.0537707	2.70384e-33	0
0.999	0.001	5.88	5.6932	19.2396	0.0537707	2.98929e-34	0
0.999	0.001	5.92	5.92554	20.0248	0.0537707	3.0214e-35	0
0.999	0.001	5.96	6.16737	20.8421	0.0537707	2.78186e-36	0
0.999	0.001	6	6.41907	21.6926	0.0537707	2.32446e-37	0
0.999	0.001	6.04	6.68103	22.5779	0.0537707	1.75583e-38	0
0.999	0.001	6.08	6.95369	23.4993	0.0537707	1.19418e-39	0
0.999	0.001	6.12	7.23748	24.4584	0.0537707	7.28239e-41	0
0.999	0.001	6.16	7.53284	25.4565	0.0537707	3.96486e-42	0
0.999	0.001	6.2	7.84026	26.4954	0.0537707	1.91869e-43	0
0.999	0.001	6.24	8.16023	27.5767	0.0537707	8.21517e-45	0
0.999	0.001	6.28	8.49326	28.7022	0.0537707	3.0976e-46	0
0.999	0.001	6.32	8.83987	29.8735	0.0537707	1.02362e-47	0
0.999	0.001	6.36	9.20064	31.0927	0.0537707	2.95005e-49	0
0.999	0.001	6.4	9.57612	32.3616	0.0537707	7.37781e-51	0
0.999	0.001	6.44	9.96693	33.6823	0.0537707	1.59312e-52	0
0.999	0.001	6.48	10.3737	35.0569	0.0537707	2.95531e-54	0
0.999	0.001	6.52	10.797	36.4876	0.0537707	4.68627e-56	0
0.999	0.001	6.56	11.2377	37.9767	0.0537707	6.32126e-58	0
0.999	0.001	6.6	11.6963	39.5266	0.0537707	7.21954e-60	0
0.999	0.001	6.64	12.1736	41.1397	0.0537707	6.9513e-62	0
0.999	0.001	6.68	12.6705	42.8186	0.0537707	5.62088e-64	0
0.999	0.001	6.72	13.1875	44.5661	0.0537707	3.80499e-66	0
0.999	0.001	6.76	13.7257	46.3848	0.0537707	2.15156e-68	0
0.999	0.001	6.8	14.2859	48.2778	0.0537707	1.01529e-70	0
0.999	0.001	6.84	14.8689	50.2481	0.0537707	4.00098e-73	0
0.999	0.001	6.88	15.4757	52.2988	0.0537707	1.32048e-75	0
0.999	0.001	6.92	16.1073	54.4331	0.0537707	3.67062e-78	0
0.999	0.001	6.96	16.7647	56.6546	0.0537707	8.67283e-81	0
0.999	0.001	7	17.4488	58.9667	0.0537707	1.76547e-83	0
0.999	0.001	7.04	18.1609	61.3732	0.0537707	3.15508e-86	0
0.999	0.001	7.08	18.9021	63.8779	0.0537707	5.07616e-89	0
0.999	0.001	7.12	19.6735	66.4848	0.0537707	7.59534e-92	0
0.999	0.001	7.16	20.4764	69.1981	0.0537707	1.10084e-94	0
0.999	0.001	7.2	21.312	72.0221	0.0537707	1.62389e-97	0
0.999	0.001	7.24	22.1818	74.9614	0.0537707	2.58452e-100	0
0.999	0.001	7.28	23.0871	78.0206	0.0537707	4.74363e-103	0
0.999	0.001	7.32	24.0293	81.2047	0.0537707	1.08056e-105	0
0.999	0.001	7.36	25.0099	84.5187	0.0537707	3.30334e-108	0
0.999	0.001	7.4	26.0306	87.968	0.0537707	1.46841e-110	0
0.999	0.001	7.44	27.0929	91.558	0.0537707	1.02743e-112	0
0.999	0.001	7.48	28.1986	95.2946	0.0537707	1.22025e-114	0
0.999	0.001	7.52	29.3494	99.1836	0.0537707	2.63697e-116	0
0.999	0.001	7.56	30.5472	103.231	0.0537707	1.10295e-117	0
0.999	0.001	7.6	31.7938	107.444	0.0537707	9.4185e-119	0
0.999	0.001	7.64	33.0914	111.829	0.0537707	1.71736e-119	0
0.999	0.001	7.68	34.4419	116.393	0.0537707	6.93694e-120	0
0.999	0.001	7.72	35.8475	121.143	0.0537707	6.39297e-120	0
0.999	0.001	7.76	37.3104	126.087	0.0537707	1.37569e-119	0
0.999	0.001	7.8	38.8331	131.233	0.0537707	7.03648e-119	0
0.999	0.001	7.84	40.4179	136.588	0.0537707	8.67029e-118	0
0.999	0.001	7.88	42.0674	142.163	0.0537707	2.59919e-116	0
0.999	0.001	7.92	43.7842	147.965	0.0537707	1.90908e-114	0
0.999	0.001	7.96	45.571	154.003	0.0537707	3.45214e-112	0
0.999	0.001	8	47.4308	160.288	0.0537707	1.54161e-109	0
0.999	0.001	8.04	49.3665	166.83	0.0537707	1.70312e-106	0
0.999	0.001	8.08	51.3812	173.638	0.0537707	4.65832e-103	0
0.999	0.001	8.12	53.4781	180.724	0.0537707	3.1544e-99	0
0.999	0.001	8.16	55.6606	188.1	0.0537707	5.28496e-95	0
0.999	0.001	8.2	57.9322	195.776	0.0537707	2.18853e-90	0
0.999	0.001	8.24	60.2964	203.766	0.0537707	2.23694e-85	0
0.999	0.001	8.28	62.7572	212.082	0.0537707	5.63436e-80	0
0.999	0.001	8.32	65.3183	220.737	0.0537707	3.49099e-74	0
0.999	0.001	8.36	67.984	229.746	0.0537707	5.31047e-68	0
0.999	0.001	8.4	70.7585	239.122	0.0537707	1.97937e-61	0
0.999	0.001	8.44	73.6462	248.88	0.0537707	1.80396e-54	0
0.999	0.001	8.48	76.6518	259.037	0.0537707	4.01162e-47	0
0.999	0.001	8.52	79.78	269.609	0.0537707	2.17206e-39	0
0.999	0.001	8.56	83.0359	280.612	0.0537707	2.85725e-31	0
0.999	0.001	8.6	96217.2	325157	59.8633	nan	0
0.999	0.001	8.64	nan	nan	nan	nan	0
0.999	0.001	8.68	nan	nan	nan	nan	0
0.999	0.001	8.72	nan	nan	nan	nan	0
0.999	0.001	8.76	nan	nan	nan	nan	0
0.999	0.001	8.8	nan	nan	nan	nan	0
0.999	0.001	8.84	nan	nan	nan	nan	0
0.999	0.001	8.88	nan	nan	nan	nan	0
0.999	0.001	8.92	nan	nan	nan	nan	0
0.999	0.001	8.96	nan	nan	nan	nan	0
0.999	0.001	9	nan	nan	nan	nan	0
0.999	0.001	9.04	nan	nan	nan	nan	0
0.999	0.001	9.08	nan	nan	nan	nan	0
0.999	0.001	9.12	nan	nan	nan	nan	0
0.999	0.001	9.16	nan	nan	nan	nan	0
0.999	0.001	9.2	nan	nan	nan	nan	0
0.999	0.001	9.24	nan	nan	nan	nan	0
0.999	0.001	9.28	nan	nan	nan	nan	0
0.999	0.001	9.32	nan	nan	nan	nan	0
0.999	0.001	9.36	nan	nan	nan	nan	0
0.999	0.001	9.4	nan	nan	nan	nan	0
0.999	0.001	9.44	nan	nan	nan	nan	0
0.999	0.001	9.48	nan	nan	nan	nan	0
0.999	0.001	9.52	nan	nan	nan	nan	0
0.999	0.001	9.56	nan	nan	nan	nan	0
0.999	0.001	9.6	nan	nan	nan	nan	0
0.999	0.001	9.64	nan	nan	nan	nan	0
0.999	0.001	9.68	nan	nan	nan	nan	0
0.999	0.001	9.72	nan	nan	nan	nan	0
0.999	0.001	9.76	nan	nan	nan	nan	0
0.999	0.001	9.8	nan	nan	nan	nan	0
0.999	0.001	9.84	nan	nan	nan	nan	0
0.999	0.001	9.88	nan	nan	nan	nan	0
0.999	0.001	9.92	nan	nan	nan	nan	0
0.999	0.001	9.96	nan	nan	nan	nan	0
0.999	0.001	10	nan	nan	nan	nan	0

# time step n_t = 101	t = 1.010000e-02	(dt = 1.000000e-04)
# T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	dG
0.95	0.05	0	0.622345	1	0.950951	0.0366962	-2.35626e-05
0.95	0.05	0.04	0.634945	1.02025	0.980241	0.0311802	-1.4509e-05
0.95	0.05	0.08	0.646616	1.039	0.959117	0.0259686	-7.21159e-06
0.95	0.05	0.12	0.657491	1.05647	0.937007	0.0213184	-2.66336e-06
0.95	0.05	0.16	0.667674	1.07283	0.914209	0.017341	-5.12798e-07
0.95	0.05	0.2	0.677231	1.08819	0.890936	0.0140298	2.12624e-07
0.95	0.05	0.24	0.686195	1.1026	0.867333	0.011314	3.41966e-07
0.95	0.05	0.28	0.694585	1.11608	0.843512	0.00910292	3.0273e-07
0.95	0.05	0.32	0.702411	1.12865	0.819569	0.00730974	2.40467e-07
0.95	0.05	0.36	0.70969	1.14035	0.795593	0.00585943	1.86915e-07
0.95	0.05	0.4	0.716438	1.15119	0.771667	0.00468914	1.4464e-07
0.95	0.05	0.44	0.722678	1.16122	0.747866	0.00374682	1.11704e-07
0.95	0.05	0.48	0.728432	1.17046	0.724263	0.00298957	8.61155e-08
0.95	0.05	0.52	0.733727	1.17897	0.700922	0.00238218	6.62717e-08
0.95	0.05	0.56	0.738588	1.18678	0.6779	0.00189582	5.09109e-08
0.95	0.05	0.6	0.743044	1.19394	0.655249	0.00150702	3.90423e-08
0.95	0.05	0.64	0.747123	1.2005	0.633012	0.00119666	2.98888e-08
0.95	0.05	0.68	0.750853	1.20649	0.611228	0.000949272	2.28425e-08
0.95	0.05	0.72	0.754261	1.21197	0.589927	0.000752324	1.74283e-08
0.95	0.05	0.76	0.757376	1.21697	0.569137	0.000595723	1.32759e-08
0.95	0.05	0.8	0.760224	1.22155	0.548877	0.000471339	1.00969e-08
0.95	0.05	0.84	0.762831	1.22574	0.529163	0.000372647	7.66745e-09
0.95	0.05	0.88	0.76522	1.22957	0.510006	0.000294414	5.81402e-09
0.95	0.05	0.92	0.767415	1.2331	0.491415	0.000232453	4.40239e-09
0.95	0.05	0.96	0.769439	1.23635	0.473391	0.000183419	3.32899e-09
0.95	0.05	1	0.771313	1.23937	0.455937	0.000144646	2.51404e-09
0.95	0.05	1.04	0.773056	1.24217	0.439049	0.000114007	1.89624e-09
0.95	0.05	1.08	0.774688	1.24479	0.422724	8.98125e-05	1.42856e-09
0.95	0.05	1.12	0.776226	1.24726	0.406955	7.07179e-05	1.07501e-09
0.95	0.05	1.16	0.777686	1.2496	0.391734	5.56572e-05	8.08084e-10
0.95	0.05	1.2	0.779084	1.25185	0.37705	4.37845e-05	6.0681e-10
0.95	0.05	1.24	0.780435	1.25402	0.362895	3.44298e-05	4.5522e-10
0.95	0.05	1.28	0.781754	1.25614	0.349254	2.70625e-05	3.41179e-10
0.95	0.05	1.32	0.783052	1.25823	0.336117	2.12631e-05	2.55477e-10
0.95	0.05	1.36	0.784343	1.2603	0.32347	1.67e-05	1.91138e-10
0.95	0.05	1.4	0.785638	1.26238	0.3113	1.3111e-05	1.42884e-10
0.95	0.05	1.44	0.786949	1.26449	0.299593	1.02893e-05	1.06728e-10
0.95	0.05	1.48	0.788287	1.26664	0.288335	8.07184e-06	7.96599e-11
0.95	0.05	1.52	0.789663	1.26885	0.277512	6.32981e-06	5.94131e-11
0.95	0.05	1.56	0.791085	1.27114	0.267112	4.96182e-06	4.42807e-11
0.95	0.05	1.6	0.792566	1.27351	0.257118	3.88795e-06	3.29798e-11
0.95	0.05	1.64	0.794114	1.276	0.247519	3.04528e-06	2.45464e-11
0.95	0.05	1.68	0.795739	1.27861	0.2383	2.38427e-06	1.82576e-11
0.95	0.05	1.72	0.797451	1.28136	0.229449	1.86596e-06	1.35713e-11
0.95	0.05	1.76	0.799261	1.28427	0.220952	1.45969e-06	1.00815e-11
0.95	0.05	1.8	0.801176	1.28735	0.212798	1.14136e-06	7.48436e-12
0.95	0.05	1.84	0.803209	1.29062	0.204972	8.92044e-07	5.55287e-12
0.95	0.05	1.88	0.805369	1.29409	0.197465	6.96849e-07	4.11731e-12
0.95	0.05	1.92	0.807666	1.29778	0.190263	5.44092e-07	3.051e-12
0.95	0.05	1.96	0.810111	1.30171	0.183356	4.24597e-07	2.25945e-12
0.95	0.05	2	0.812717	1.30589	0.176733	3.31163e-07	1.67223e-12
0.95	0.05	2.04	0.815493	1.31035	0.170384	2.5814e-07	1.23685e-12
0.95	0.05	2.08	0.818453	1.31511	0.164297	2.01097e-07	9.14243e-13
0.95	0.05	2.12	0.82161	1.32018	0.158464	1.56559e-07	6.75345e-13
0.95	0.05	2.16	0.824977	1.32559	0.152874	1.21803e-07	4.98544e-13
0.95	0.05	2.2	0.828567	1.33136	0.147519	9.46958e-08	3.67779e-13
0.95	0.05	2.24	0.832397	1.33752	0.14239	7.35663e-08	2.71125e-13
0.95	0.05	2.28	0.836481	1.34408	0.137478	5.71063e-08	1.99728e-13
0.95	0.05	2.32	0.840837	1.35108	0.132775	4.42923e-08	1.47024e-13
0.95	0.05	2.36	0.845482	1.35854	0.128274	3.43235e-08	1.08144e-13
0.95	0.05	2.4	0.850435	1.3665	0.123966	2.65736e-08	7.9482e-14
0.95	0.05	2.44	0.855717	1.37499	0.119845	2.05534e-08	5.83679e-14
0.95	0.05	2.48	0.861347	1.38403	0.115903	1.58806e-08	4.28255e-14
0.95	0.05	2.52	0.867349	1.39368	0.112135	1.22567e-08	3.13932e-14
0.95	0.05	2.56	0.873747	1.40396	0.108533	9.44888e-09	2.29908e-14
0.95	0.05	2.6	0.880567	1.41492	0.105091	7.27536e-09	1.68205e-14
0.95	0.05	2.64	0.887835	1.42659	0.101804	5.59457e-09	1.22933e-14
0.95	0.05	2.68	0.89558	1.43904	0.0986652	4.29622e-09	8.97466e-15
0.95	0.05	2.72	0.903834	1.4523	0.0956701	3.29442e-09	6.54426e-15
0.95	0.05	2.76	0.91263	1.46644	0.0928133	2.52237e-09	4.76618e-15
0.95	0.05	2.8	0.922001	1.48149	0.0900898	1.92815e-09	3.4667e-15
0.95	0.05	2.84	0.931986	1.49754	0.0874947	1.47141e-09	2.51807e-15
0.95	0.05	2.88	0.942625	1.51463	0.0850236	1.12085e-09	1.82637e-15
0.95	0.05	2.92	0.953959	1.53284	0.082672	8.52191e-10	1.32265e-15
0.95	0.05	2.96	0.966033	1.55225	0.0804357	6.46637e-10	9.56309e-16
0.95	0.05	3	0.978895	1.57291	0.0783108	4.89632e-10	6.90247e-16
0.95	0.05	3.04	0.992596	1.59493	0.0762932	3.69927e-10	4.97304e-16
0.95	0.05	3.08	1.00719	1.61838	0.0743794	2.78835e-10	3.57604e-16
0.95	0.05	3.12	1.02273	1.64335	0.0725658	2.09657e-10	2.56624e-16
0.95	0.05	3.16	1.03929	1.66995	0.0708489	1.57235e-10	1.83761e-16
0.95	0.05	3.2	1.05691	1.69827	0.0692253	1.17601e-10	1.31285e-16
0.95	0.05	3.24	1.07568	1.72843	0.067692	8.7706e-11	9.35672e-17
0.95	0.05	3.28	1.09566	1.76053	0.0662457	6.52151e-11	6.65148e-17
0.95	0.05	3.32	1.11692	1.7947	0.0648836	4.83396e-11	4.71557e-17
0.95	0.05	3.36	1.13956	1.83107	0.0636026	3.57132e-11	3.33352e-17
0.95	0.05	3.4	1.16364	1.86976	0.0624	2.62943e-11	2.34938e-17
0.95	0.05	3.44	1.18925	1.91092	0.061273	1.929e-11	1.65049e-17
0.95	0.05	3.48	1.21649	1.95469	0.0602189	1.40985e-11	1.15558e-17
0.95	0.05	3.52	1.24545	2.00122	0.0592348	1.0264e-11	8.06201e-18
0.95	0.05	3.56	1.27622	2.05066	0.0583184	7.44207e-12	5.60344e-18
0.95	0.05	3.6	1.30891	2.10318	0.0574668	5.37324e-12	3.87929e-18
0.95	0.05	3.64	1.34361	2.15895	0.0566776	3.86255e-12	2.67455e-18
0.95	0.05	3.68	1.38045	2.21814	0.055948	2.76403e-12	1.83596e-18
0.95	0.05	3.72	1.41952	2.28091	0.0552756	1.96869e-12	1.25458e-18
0.95	0.05	3.76	1.46093	2.34746	0.0546577	1.39544e-12	8.53248e-19
0.95	0.05	3.8	1.50481	2.41796	0.0540917	9.84215e-13	5.77433e-19
0.95	0.05	3.84	1.55126	2.4926	0.053575	6.90644e-13	3.8877e-19
0.95	0.05	3.88	1.6004	2.57157	0.053105	4.82117e-13	2.60355e-19
0.95	0.05	3.92	1.65235	2.65505	0.052679	3.34765e-13	1.73396e-19
0.95	0.05	3.96	1.70723	2.74323	0.0522944	2.31193e-13	1.14825e-19
