# Filename: 2Dvpt_quench_vst_T_1_0.1_lmax1_dl0.001_tmax10_dt5e-07_BC1_K2ndInLoop.dat
# Source: 2Dvpt_quench.c
# Source version: 5 (2011 Jun 10 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=1, qTfrac=0.1, lmax=1, lsteps=1000, (dl=0.001), lpts=1001, ldatamax=250, t0=1, tmax=10, dt=5e-07, (dtfrac=1), a0=1, a02=1, a04=1, K0c=0.747853
# Option values: BC=1, RKv=RK3v1
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	G	vpdens
11568	0.005784	0.1	0.9	1	5.89684	0.788502	0	0.00077423
12980	0.00649	0.1	0.9	1	5.95702	0.79655	0	0.000730738
14565	0.0072825	0.1	0.9	1	6.02099	0.805104	0	0.000686289
16343	0.0081715	0.1	0.9	1	6.08865	0.81415	0	0.000641195
18339	0.0091695	0.1	0.9	1	6.15991	0.82368	0	0.000595727
20577	0.0102885	0.1	0.9	1	6.23453	0.833658	0	0.000550256
23089	0.0115445	0.1	0.9	1	6.31233	0.84406	0	0.000505058
25908	0.012954	0.1	0.9	1	6.39297	0.854844	0	0.000460464
29070	0.014535	0.1	0.9	1	6.47602	0.865948	0	0.000416802
32618	0.016309	0.1	0.9	1	6.56102	0.877314	0	0.000374347
36599	0.0182995	0.1	0.9	1	6.6474	0.888865	0	0.000333359
41066	0.020533	0.1	0.9	1	6.73451	0.900513	0	0.000294067
46078	0.023039	0.1	0.9	1	6.8216	0.912157	0	0.000256663
51701	0.0258505	0.1	0.9	1	6.90779	0.923683	0	0.000221298
58011	0.0290055	0.1	0.9	1	6.99218	0.934967	0	0.000188069
65090	0.032545	0.1	0.9	1	7.07368	0.945865	0	0.000157053
