# Filename: vlt_FPquench_vst_3_T_0.95_0.1_P_00.050_lmax10_dl0.008_tmax10000_dt00.0001_equil.dat
# Source: vlt_FPquench.c
# Source version: 3 (2011 Mar 18 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=0.95, qTfrac=0.1, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=0.0001, a0=1, a06=1, CONST=0.6
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
137	0.0137	0.1	0.9	10	3.99736	1.35222	6.13908e-05	4.56276e-29	0.137665
155	0.0155	0.1	0.9	10	3.99737	1.35223	6.1391e-05	4.56276e-29	0.135699
175	0.0175	0.1	0.9	10	3.99739	1.35223	6.13913e-05	4.56277e-29	0.133582
197	0.0197	0.1	0.9	10	3.99741	1.35224	6.13916e-05	4.56277e-29	0.131331
222	0.0222	0.1	0.9	10	3.99744	1.35225	6.1392e-05	4.56277e-29	0.128863
250	0.025	0.1	0.9	10	3.99746	1.35226	6.13924e-05	4.56277e-29	0.126202
282	0.0282	0.1	0.9	10	3.99749	1.35227	6.13929e-05	4.56277e-29	0.123285
318	0.0318	0.1	0.9	10	3.99753	1.35228	6.13934e-05	4.56277e-29	0.120147
357	0.0357	0.1	0.9	10	3.99756	1.35229	6.13939e-05	4.56277e-29	0.116905
402	0.0402	0.1	0.9	10	3.9976	1.3523	6.13945e-05	4.56278e-29	0.113349
452	0.0452	0.1	0.9	10	3.99764	1.35232	6.13952e-05	4.56278e-29	0.10961
508	0.0508	0.1	0.9	10	3.99769	1.35233	6.13959e-05	4.56278e-29	0.105662
572	0.0572	0.1	0.9	10	3.99774	1.35235	6.13967e-05	4.56278e-29	0.10143
642	0.0642	0.1	0.9	10	3.9978	1.35237	6.13976e-05	4.56279e-29	0.0971083
722	0.0722	0.1	0.9	10	3.99786	1.35239	6.13985e-05	4.56279e-29	0.0925194
811	0.0811	0.1	0.9	10	3.99793	1.35242	6.13996e-05	4.56279e-29	0.0878051
911	0.0911	0.1	0.9	10	3.998	1.35244	6.14007e-05	4.5628e-29	0.0829418
1023	0.1023	0.1	0.9	10	3.99808	1.35247	6.14019e-05	4.5628e-29	0.0779733
1149	0.1149	0.1	0.9	10	3.99817	1.3525	6.14033e-05	4.56281e-29	0.0729102
1290	0.129	0.1	0.9	10	3.99826	1.35253	6.14047e-05	4.56282e-29	0.0678161
1449	0.1449	0.1	0.9	10	3.99836	1.35256	6.14062e-05	4.56282e-29	0.062693
1627	0.1627	0.1	0.9	10	3.99846	1.3526	6.14078e-05	4.56283e-29	0.0576217
1826	0.1826	0.1	0.9	10	3.99857	1.35263	6.14094e-05	4.56284e-29	0.0526513
2050	0.205	0.1	0.9	10	3.99869	1.35267	6.14112e-05	4.56285e-29	0.0477925
2301	0.2301	0.1	0.9	10	3.9988	1.35271	6.1413e-05	4.56286e-29	0.0431116
2583	0.2583	0.1	0.9	10	3.99892	1.35275	6.14148e-05	4.56287e-29	0.0386369
2899	0.2899	0.1	0.9	10	3.99904	1.35279	6.14167e-05	4.56289e-29	0.0344165
3254	0.3254	0.1	0.9	10	3.99916	1.35283	6.14185e-05	4.5629e-29	0.0304705
3652	0.3652	0.1	0.9	10	3.99928	1.35287	6.14202e-05	4.56292e-29	0.0268309
4099	0.4099	0.1	0.9	10	3.99938	1.35291	6.14219e-05	4.56294e-29	0.0235075
4600	0.46	0.1	0.9	10	3.99948	1.35294	6.14233e-05	4.56296e-29	0.0205149
5162	0.5162	0.1	0.9	10	3.99956	1.35297	6.14246e-05	4.56299e-29	0.01785
5793	0.5793	0.1	0.9	10	3.99962	1.35299	6.14256e-05	4.56302e-29	0.0155031
6501	0.6501	0.1	0.9	10	3.99966	1.353	6.14262e-05	4.56305e-29	0.0134623
7296	0.7296	0.1	0.9	10	3.99968	1.35301	6.14264e-05	4.56309e-29	0.0117075
8187	0.8187	0.1	0.9	10	3.99966	1.353	6.14261e-05	4.56313e-29	0.0102189
9187	0.9187	0.1	0.9	10	3.99961	1.35298	6.14253e-05	4.56317e-29	0.0089691
10309	1.0309	0.1	0.9	10	3.99952	1.35295	6.14239e-05	4.56322e-29	0.00793255
11568	1.1568	0.1	0.9	10	3.99939	1.35291	6.14219e-05	4.56328e-29	0.00708351
12980	1.298	0.1	0.9	10	3.99921	1.35285	6.14193e-05	4.56334e-29	0.00639762
14565	1.4565	0.1	0.9	10	3.99899	1.35277	6.14158e-05	4.56341e-29	0.00585109
16343	1.6343	0.1	0.9	10	3.99871	1.35268	6.14116e-05	4.56349e-29	0.00542289
18339	1.8339	0.1	0.9	10	3.99837	1.35256	6.14063e-05	4.56358e-29	0.00509295
20577	2.0577	0.1	0.9	10	3.99793	1.35242	6.13996e-05	4.56368e-29	0.00484346
23089	2.3089	0.1	0.9	10	3.99678	1.35203	6.1382e-05	4.56379e-29	0.00465746
25908	2.5908	0.1	0.9	10	nan	nan	nan	nan	nan
29070	2.907	0.1	0.9	10	nan	nan	nan	nan	nan
32618	3.2618	0.1	0.9	10	nan	nan	nan	nan	nan
36599	3.6599	0.1	0.9	10	nan	nan	nan	nan	nan
41066	4.1066	0.1	0.9	10	nan	nan	nan	nan	nan
46078	4.6078	0.1	0.9	10	nan	nan	nan	nan	nan
51701	5.1701	0.1	0.9	10	nan	nan	nan	nan	nan
58011	5.8011	0.1	0.9	10	nan	nan	nan	nan	nan
65090	6.509	0.1	0.9	10	nan	nan	nan	nan	nan
73034	7.3034	0.1	0.9	10	nan	nan	nan	nan	nan
81946	8.1946	0.1	0.9	10	nan	nan	nan	nan	nan
91946	9.1946	0.1	0.9	10	nan	nan	nan	nan	nan
103166	10.3166	0.1	0.9	10	nan	nan	nan	nan	nan
115756	11.5756	0.1	0.9	10	nan	nan	nan	nan	nan
129881	12.9881	0.1	0.9	10	nan	nan	nan	nan	nan
145730	14.573	0.1	0.9	10	nan	nan	nan	nan	nan
163513	16.3513	0.1	0.9	10	nan	nan	nan	nan	nan
183465	18.3465	0.1	0.9	10	nan	nan	nan	nan	nan
205852	20.5852	0.1	0.9	10	nan	nan	nan	nan	nan
230971	23.0971	0.1	0.9	10	nan	nan	nan	nan	nan
259155	25.9155	0.1	0.9	10	nan	nan	nan	nan	nan
290778	29.0778	0.1	0.9	10	nan	nan	nan	nan	nan
326259	32.6259	0.1	0.9	10	nan	nan	nan	nan	nan
366070	36.607	0.1	0.9	10	nan	nan	nan	nan	nan
410738	41.0738	0.1	0.9	10	nan	nan	nan	nan	nan
460857	46.0857	0.1	0.9	10	nan	nan	nan	nan	nan
517091	51.7091	0.1	0.9	10	nan	nan	nan	nan	nan
580187	58.0187	0.1	0.9	10	nan	nan	nan	nan	nan
650982	65.0982	0.1	0.9	10	nan	nan	nan	nan	nan
730414	73.0414	0.1	0.9	10	nan	nan	nan	nan	nan
819539	81.9539	0.1	0.9	10	nan	nan	nan	nan	nan
919539	91.9539	0.1	0.9	10	nan	nan	nan	nan	nan
1031741	103.174	0.1	0.9	10	nan	nan	nan	nan	nan
