# Filename: 3Dvlt_quench_vst_T_1_0.7_P_00.050_lmax1_dl0.001_tmax1_dt5e-07_BC1.dat
# Source: 3Dvlt_quench.c
# Source version: 9 (2011 Jun 23 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=1, qTfrac=0.7, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=1, lsteps=1000, (dl=0.001), lpts=1001, ldatamax=100, t0, tmax=1, dt=1, (dtfrac=5e-07), a0=1, a02=1, a03=1, a06=1, FPconst=1, NDflowTOL=1, fp1=1e-06, fp2=-1.5, fp3=1.5, fp4=-4.5
# Option values: BC=1, RKv=RK3v1
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	loopdens
43	2.15e-05	0.7	0.3	1	0.967591	2.29121	0.842889	0.0001478	0.190654
49	2.45e-05	0.7	0.3	1	0.967591	2.29121	0.842889	0.000147787	0.190655
56	2.8e-05	0.7	0.3	1	0.96759	2.29121	0.842888	0.000147773	0.190656
64	3.2e-05	0.7	0.3	1	0.967589	2.2912	0.842887	0.000147757	0.190657
73	3.65e-05	0.7	0.3	1	0.967588	2.2912	0.842886	0.000147741	0.190659
83	4.15e-05	0.7	0.3	1	0.967587	2.2912	0.842885	0.000147724	0.19066
94	4.7e-05	0.7	0.3	1	0.967586	2.2912	0.842884	0.000147706	0.190662
107	5.35e-05	0.7	0.3	1	0.967584	2.29119	0.842883	0.000147687	0.190664
121	6.05e-05	0.7	0.3	1	0.967582	2.29119	0.842882	0.000147667	0.190667
137	6.85e-05	0.7	0.3	1	0.967581	2.29119	0.84288	0.000147645	0.190669
155	7.75e-05	0.7	0.3	1	0.967579	2.29118	0.842878	0.000147623	0.190672
175	8.75e-05	0.7	0.3	1	0.967576	2.29118	0.842876	0.000147599	0.190675
197	9.85e-05	0.7	0.3	1	0.967574	2.29117	0.842874	0.000147575	0.190679
222	0.000111	0.7	0.3	1	0.967571	2.29116	0.842872	0.000147549	0.190682
250	0.000125	0.7	0.3	1	0.967568	2.29116	0.842869	0.000147521	0.190687
282	0.000141	0.7	0.3	1	0.967565	2.29115	0.842866	0.000147492	0.190692
318	0.000159	0.7	0.3	1	0.967561	2.29114	0.842862	0.00014746	0.190697
357	0.0001785	0.7	0.3	1	0.967556	2.29113	0.842859	0.000147428	0.190703
402	0.000201	0.7	0.3	1	0.967551	2.29112	0.842855	0.000147393	0.19071
452	0.000226	0.7	0.3	1	0.967546	2.2911	0.84285	0.000147357	0.190717
508	0.000254	0.7	0.3	1	0.96754	2.29109	0.842845	0.000147318	0.190725
572	0.000286	0.7	0.3	1	0.967533	2.29107	0.842839	0.000147277	0.190735
642	0.000321	0.7	0.3	1	0.967526	2.29106	0.842832	0.000147234	0.190745
722	0.000361	0.7	0.3	1	0.967518	2.29104	0.842825	0.000147188	0.190756
811	0.0004055	0.7	0.3	1	0.967509	2.29101	0.842817	0.00014714	0.190769
911	0.0004555	0.7	0.3	1	0.967498	2.29099	0.842808	0.000147089	0.190783
1023	0.0005115	0.7	0.3	1	0.967487	2.29096	0.842798	0.000147035	0.190798
1149	0.0005745	0.7	0.3	1	0.967475	2.29093	0.842788	0.000146978	0.190815
1290	0.000645	0.7	0.3	1	0.967461	2.2909	0.842775	0.000146918	0.190834
1449	0.0007245	0.7	0.3	1	0.967445	2.29086	0.842762	0.000146854	0.190855
1627	0.0008135	0.7	0.3	1	0.967428	2.29082	0.842747	0.000146787	0.190878
1826	0.000913	0.7	0.3	1	0.967409	2.29078	0.842731	0.000146716	0.190903
2050	0.001025	0.7	0.3	1	0.967388	2.29073	0.842713	0.000146641	0.190931
2301	0.0011505	0.7	0.3	1	0.967365	2.29068	0.842692	0.000146561	0.190962
2583	0.0012915	0.7	0.3	1	0.96734	2.29062	0.84267	0.000146478	0.190995
2899	0.0014495	0.7	0.3	1	0.967312	2.29055	0.842646	0.000146389	0.191032
3254	0.001627	0.7	0.3	1	0.967281	2.29048	0.842619	0.000146296	0.191073
3652	0.001826	0.7	0.3	1	0.967247	2.2904	0.84259	0.000146197	0.191117
4099	0.0020495	0.7	0.3	1	0.96721	2.29031	0.842557	0.000146093	0.191165
4600	0.0023	0.7	0.3	1	0.96717	2.29021	0.842522	0.000145983	0.191217
5162	0.002581	0.7	0.3	1	0.967125	2.29011	0.842483	0.000145868	0.191273
5793	0.0028965	0.7	0.3	1	0.967076	2.28999	0.842441	0.000145746	0.191335
6501	0.0032505	0.7	0.3	1	0.967023	2.28987	0.842394	0.000145618	0.191401
7296	0.003648	0.7	0.3	1	0.966966	2.28973	0.842344	0.000145482	0.191472
8187	0.0040935	0.7	0.3	1	0.966903	2.28958	0.84229	0.00014534	0.191549
9187	0.0045935	0.7	0.3	1	0.966835	2.28942	0.84223	0.00014519	0.191631
10309	0.0051545	0.7	0.3	1	0.966762	2.28925	0.842167	0.000145033	0.191718
11568	0.005784	0.7	0.3	1	0.966683	2.28906	0.842098	0.000144867	0.19181
12980	0.00649	0.7	0.3	1	0.966598	2.28886	0.842024	0.000144693	0.191908
14565	0.0072825	0.7	0.3	1	0.966508	2.28864	0.841945	0.000144511	0.19201
16343	0.0081715	0.7	0.3	1	0.966411	2.28842	0.841861	0.00014432	0.192116
18339	0.0091695	0.7	0.3	1	0.966309	2.28817	0.841772	0.00014412	0.192226
20577	0.0102885	0.7	0.3	1	0.9662	2.28792	0.841677	0.00014391	0.192338
23089	0.0115445	0.7	0.3	1	0.966087	2.28765	0.841578	0.000143691	0.192452
25908	0.012954	0.7	0.3	1	0.965968	2.28737	0.841475	0.000143463	0.192565
29070	0.014535	0.7	0.3	1	0.965845	2.28708	0.841368	0.000143225	0.192677
32618	0.016309	0.7	0.3	1	0.965719	2.28678	0.841258	0.000142977	0.192784
36599	0.0182995	0.7	0.3	1	0.96559	2.28647	0.841146	0.00014272	0.192884
41066	0.020533	0.7	0.3	1	0.96546	2.28616	0.841033	0.000142454	0.192973
46078	0.023039	0.7	0.3	1	0.965332	2.28586	0.840921	0.000142179	0.193048
51701	0.0258505	0.7	0.3	1	0.965208	2.28557	0.840813	0.000141896	0.193104
58011	0.0290055	0.7	0.3	1	0.965089	2.28529	0.840709	0.000141606	0.193134
65090	0.032545	0.7	0.3	1	0.96498	2.28503	0.840615	0.000141309	0.193134
73034	0.036517	0.7	0.3	1	0.964885	2.2848	0.840532	0.000141007	0.193095
81946	0.040973	0.7	0.3	1	0.964808	2.28462	0.840465	0.000140703	0.193009
91946	0.045973	0.7	0.3	1	0.964756	2.2845	0.840419	0.000140398	0.192867
103166	0.051583	0.7	0.3	1	0.964733	2.28444	0.840399	0.000140095	0.192658
115756	0.057878	0.7	0.3	1	0.964748	2.28448	0.840413	0.000139798	0.192371
129881	0.0649405	0.7	0.3	1	0.96481	2.28462	0.840466	0.000139513	0.191993
145730	0.072865	0.7	0.3	1	0.964927	2.2849	0.840568	0.000139244	0.191508
163513	0.0817565	0.7	0.3	1	0.96511	2.28534	0.840728	0.000139001	0.190903
183465	0.0917325	0.7	0.3	1	0.965372	2.28596	0.840956	0.000138792	0.19016
205852	0.102926	0.7	0.3	1	0.965727	2.2868	0.841265	0.00013863	0.189262
230971	0.115486	0.7	0.3	1	0.966189	2.28789	0.841667	0.000138531	0.188188
259155	0.129577	0.7	0.3	1	0.966775	2.28928	0.842178	0.000138515	0.18692
290778	0.145389	0.7	0.3	1	0.967503	2.291	0.842813	0.000138607	0.185435
326259	0.163129	0.7	0.3	1	0.968395	2.29311	0.843589	0.000138839	0.183713
366070	0.183035	0.7	0.3	1	0.969471	2.29566	0.844526	0.000139247	0.181732
410738	0.205369	0.7	0.3	1	0.970755	2.2987	0.845645	0.000139873	0.179469
460857	0.230428	0.7	0.3	1	0.972274	2.3023	0.846968	0.000140757	0.176901
517091	0.258545	0.7	0.3	1	0.974054	2.30651	0.848519	0.00014193	0.174007
580187	0.290093	0.7	0.3	1	0.976125	2.31142	0.850323	0.000143402	0.170767
650982	0.325491	0.7	0.3	1	0.978519	2.31709	0.852408	0.000145148	0.16716
730414	0.365207	0.7	0.3	1	0.981266	2.32359	0.854802	0.000147095	0.163169
819539	0.40977	0.7	0.3	1	0.984402	2.33102	0.857533	0.000149111	0.158778
919539	0.45977	0.7	0.3	1	0.987958	2.33944	0.860631	0.000151002	0.153975
1031741	0.515871	0.7	0.3	1	0.99197	2.34894	0.864126	0.000152518	0.148751
1157634	0.578817	0.7	0.3	1	0.996467	2.35959	0.868044	0.000153372	0.1431
