# Filename: 3Dvlt_quench_vst_T_1_0.5_P_00.050_lmax4_dl0.0016_tmax100_dt1.28e-06_BC1.dat
# Source: 3Dvlt_quench.c
# Source version: 8 (2011 Jun 18 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=1, qTfrac=0.5, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=4, lsteps=2500, (dl=0.0016), lpts=2501, ldatamax=250, t0, tmax=1, dt=100, (dtfrac=1.28e-06), a0=1, a02=1, a03=1, a06=1, FPconst=1, fp1=1, fp2=-1.5, fp3=1.5, fp4=-0.75, fp5=1
# Option values: BC=1, RKv=RK3v1
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	loopdens
94	0.00012032	0.5	0.5	4	0.391285	0.661818	0.0121216	2.35834e-12	0.203279
107	0.00013696	0.5	0.5	4	0.391285	0.661818	0.0121216	2.35835e-12	0.203271
121	0.00015488	0.5	0.5	4	0.391286	0.661818	0.0121216	2.35837e-12	0.203263
137	0.00017536	0.5	0.5	4	0.391286	0.661819	0.0121216	2.35838e-12	0.203253
155	0.0001984	0.5	0.5	4	0.391286	0.661819	0.0121216	2.3584e-12	0.203242
175	0.000224	0.5	0.5	4	0.391286	0.66182	0.0121217	2.35841e-12	0.203229
197	0.00025216	0.5	0.5	4	0.391287	0.661821	0.0121217	2.35843e-12	0.203216
222	0.00028416	0.5	0.5	4	0.391287	0.661821	0.0121217	2.35845e-12	0.2032
250	0.00032	0.5	0.5	4	0.391288	0.661822	0.0121217	2.35848e-12	0.203183
282	0.00036096	0.5	0.5	4	0.391288	0.661823	0.0121217	2.3585e-12	0.203162
318	0.00040704	0.5	0.5	4	0.391289	0.661824	0.0121217	2.35853e-12	0.203139
357	0.00045696	0.5	0.5	4	0.39129	0.661825	0.0121218	2.35856e-12	0.203114
402	0.00051456	0.5	0.5	4	0.39129	0.661827	0.0121218	2.3586e-12	0.203086
452	0.00057856	0.5	0.5	4	0.391291	0.661828	0.0121218	2.35864e-12	0.203053
508	0.00065024	0.5	0.5	4	0.391292	0.66183	0.0121218	2.35868e-12	0.203017
572	0.00073216	0.5	0.5	4	0.391293	0.661832	0.0121219	2.35873e-12	0.202975
642	0.00082176	0.5	0.5	4	0.391295	0.661834	0.0121219	2.35878e-12	0.202928
722	0.00092416	0.5	0.5	4	0.391296	0.661836	0.0121219	2.35883e-12	0.202875
811	0.00103808	0.5	0.5	4	0.391298	0.661839	0.012122	2.35889e-12	0.202815
911	0.00116608	0.5	0.5	4	0.391299	0.661842	0.0121221	2.35896e-12	0.202748
1023	0.00130944	0.5	0.5	4	0.391301	0.661845	0.0121221	2.35903e-12	0.202671
1149	0.00147072	0.5	0.5	4	0.391304	0.661849	0.0121222	2.3591e-12	0.202585
1290	0.0016512	0.5	0.5	4	0.391306	0.661853	0.0121223	2.35919e-12	0.202487
1449	0.00185472	0.5	0.5	4	0.391309	0.661858	0.0121224	2.35928e-12	0.202376
1627	0.00208256	0.5	0.5	4	0.391312	0.661863	0.0121225	2.35937e-12	0.202251
1826	0.00233728	0.5	0.5	4	0.391316	0.661869	0.0121226	2.35948e-12	0.20211
2050	0.002624	0.5	0.5	4	0.39132	0.661876	0.0121227	2.35959e-12	0.20195
2301	0.00294528	0.5	0.5	4	0.391324	0.661884	0.0121228	2.3597e-12	0.201769
2583	0.00330624	0.5	0.5	4	0.39133	0.661893	0.012123	2.35983e-12	0.201564
2899	0.00371072	0.5	0.5	4	0.391336	0.661903	0.0121232	2.35997e-12	0.201333
3254	0.00416512	0.5	0.5	4	0.391342	0.661914	0.0121234	2.36011e-12	0.201071
3652	0.00467456	0.5	0.5	4	0.39135	0.661927	0.0121236	2.36026e-12	0.200775
4099	0.00524672	0.5	0.5	4	0.391358	0.661941	0.0121239	2.36042e-12	0.200441
4600	0.005888	0.5	0.5	4	0.391368	0.661957	0.0121242	2.3606e-12	0.200063
5162	0.00660736	0.5	0.5	4	0.391378	0.661975	0.0121245	2.36078e-12	0.199637
5793	0.00741504	0.5	0.5	4	0.391391	0.661996	0.0121249	2.36098e-12	0.199157
6501	0.00832128	0.5	0.5	4	0.391404	0.662019	0.0121253	2.36118e-12	0.198614
7296	0.00933888	0.5	0.5	4	0.39142	0.662045	0.0121258	2.36141e-12	0.198003
8187	0.0104794	0.5	0.5	4	0.391437	0.662075	0.0121263	2.36164e-12	0.197316
9187	0.0117594	0.5	0.5	4	0.391457	0.662109	0.0121269	2.36189e-12	0.196542
10309	0.0131955	0.5	0.5	4	0.39148	0.662147	0.0121276	2.36215e-12	0.195673
11568	0.014807	0.5	0.5	4	0.391505	0.662189	0.0121284	2.36243e-12	0.194697
12980	0.0166144	0.5	0.5	4	0.391534	0.662238	0.0121293	2.36273e-12	0.193604
14565	0.0186432	0.5	0.5	4	0.391566	0.662293	0.0121303	2.36304e-12	0.192379
16343	0.020919	0.5	0.5	4	0.391603	0.662355	0.0121315	2.36337e-12	0.191011
18339	0.0234739	0.5	0.5	4	0.391645	0.662426	0.0121328	2.36373e-12	0.189484
20577	0.0263386	0.5	0.5	4	0.391692	0.662506	0.0121342	2.3641e-12	0.187785
23089	0.0295539	0.5	0.5	4	0.391745	0.662596	0.0121359	2.3645e-12	0.185896
25908	0.0331622	0.5	0.5	4	0.391806	0.662699	0.0121378	2.36491e-12	0.1838
29070	0.0372096	0.5	0.5	4	0.391875	0.662815	0.0121399	2.36536e-12	0.181483
32618	0.041751	0.5	0.5	4	0.391953	0.662947	0.0121423	2.36583e-12	0.178927
36599	0.0468467	0.5	0.5	4	0.392041	0.663097	0.012145	2.36632e-12	0.176114
41066	0.0525645	0.5	0.5	4	0.392142	0.663267	0.0121482	2.36685e-12	0.173028
46078	0.0589798	0.5	0.5	4	0.392256	0.66346	0.0121517	2.3674e-12	0.169654
51701	0.0661773	0.5	0.5	4	0.392386	0.663679	0.0121557	2.36799e-12	0.165979
