# Filename: vlt_FPquench_vst_3_T_1_0.5_P_00.050_lmax10_dl0.0008_tmax100_dt00.0001.dat
# Source: vlt_FPquench.c
# Source version: 7 (2011 Apr 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=1, qTfrac=0.5, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=12500, (dl=0.0008), lpts=12501, ldatamax=250, tmax=100, dt0=0.0001, a0=1, a03=1, a06=1, FPconst=1, Lconst=1
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	loopdens
572	0.0572	0.5	0.5	0	0	0	0	-nan	-nan
642	0.0642	0.5	0.5	0	0	0	0	-nan	-nan
722	0.0722	0.5	0.5	0	0	0	0	-nan	-nan
811	0.0811	0.5	0.5	0	0	0	0	-nan	-nan
911	0.0911	0.5	0.5	0	0	0	0	-nan	-nan
1023	0.1023	0.5	0.5	0	0	0	0	-nan	-nan
1149	0.1149	0.5	0.5	0	0	0	0	-nan	-nan
1290	0.129	0.5	0.5	0	0	0	0	-nan	-nan
1449	0.1449	0.5	0.5	0	0	0	0	-nan	-nan
1627	0.1627	0.5	0.5	0	0	0	0	-nan	-nan
1826	0.1826	0.5	0.5	0	0	0	0	-nan	-nan
2050	0.205	0.5	0.5	0	0	0	0	-nan	-nan
2301	0.2301	0.5	0.5	0	0	0	0	-nan	-nan
2583	0.2583	0.5	0.5	0	0	0	0	-nan	-nan
2899	0.2899	0.5	0.5	0	0	0	0	-nan	-nan
3254	0.3254	0.5	0.5	0	0	0	0	-nan	-nan
3652	0.3652	0.5	0.5	0	0	0	0	-nan	-nan
4099	0.4099	0.5	0.5	0	0	0	0	-nan	-nan
4600	0.46	0.5	0.5	0	0	0	0	-nan	-nan
5162	0.5162	0.5	0.5	0	0	0	0	-nan	-nan
5793	0.5793	0.5	0.5	0	0	0	0	-nan	-nan
6501	0.6501	0.5	0.5	0	0	0	0	-nan	-nan
7296	0.7296	0.5	0.5	0	0	0	0	-nan	-nan
8187	0.8187	0.5	0.5	0	0	0	0	-nan	-nan
9187	0.9187	0.5	0.5	0	0	0	0	-nan	-nan
10309	1.0309	0.5	0.5	0	0	0	0	-nan	-nan
11568	1.1568	0.5	0.5	0	0	0	0	-nan	-nan
12980	1.298	0.5	0.5	0	0	0	0	-nan	-nan
14565	1.4565	0.5	0.5	0	0	0	0	-nan	-nan
16343	1.6343	0.5	0.5	0	0	0	0	-nan	-nan
18339	1.8339	0.5	0.5	0	0	0	0	-nan	-nan
20577	2.0577	0.5	0.5	0	0	0	0	-nan	-nan
23089	2.3089	0.5	0.5	0	0	0	0	-nan	-nan
25908	2.5908	0.5	0.5	0	0	0	0	-nan	-nan
29070	2.907	0.5	0.5	0	0	0	0	-nan	-nan
32618	3.2618	0.5	0.5	0	0	0	0	-nan	-nan
36599	3.6599	0.5	0.5	0	0	0	0	-nan	-nan
41066	4.1066	0.5	0.5	0	0	0	0	-nan	-nan
46078	4.6078	0.5	0.5	0	0	0	0	-nan	-nan
51701	5.1701	0.5	0.5	0	0	0	0	-nan	-nan
58011	5.8011	0.5	0.5	0	0	0	0	-nan	-nan
65090	6.509	0.5	0.5	0	0	0	0	-nan	-nan
73034	7.3034	0.5	0.5	0	0	0	0	-nan	-nan
81946	8.1946	0.5	0.5	0	0	0	0	-nan	-nan
91946	9.1946	0.5	0.5	0	0	0	0	-nan	-nan
103166	10.3166	0.5	0.5	0	0	0	0	-nan	-nan
115756	11.5756	0.5	0.5	0	0	0	0	-nan	-nan
129881	12.9881	0.5	0.5	0	0	0	0	-nan	-nan
145730	14.573	0.5	0.5	0	0	0	0	-nan	-nan
163513	16.3513	0.5	0.5	0	0	0	0	-nan	-nan
183465	18.3465	0.5	0.5	0	0	0	0	-nan	-nan
205852	20.5852	0.5	0.5	0	0	0	0	-nan	-nan
230971	23.0971	0.5	0.5	0	0	0	0	-nan	-nan
