# Filename: vlt_FPquench_vst_3_T_1_0.5_P_00.050_lmax10_dl0.04_tmax100_dt00.0001.dat
# Source: vlt_FPquench.c
# Source version: 7 (2011 Apr 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=1, qTfrac=0.5, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=250, (dl=0.04), lpts=251, ldatamax=250, tmax=100, dt0=0.0001, a0=1, a03=1, a06=1, FPconst=1, Lconst=1
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	loopdens
1023	0.1023	0.5	0.5	10	0.365523	0.618244	2.80683e-05	5.59242e-28	0.150646
1149	0.1149	0.5	0.5	10	0.365524	0.618245	2.80683e-05	5.59242e-28	0.14507
1290	0.129	0.5	0.5	10	0.365524	0.618246	2.80683e-05	5.59242e-28	0.139197
1449	0.1449	0.5	0.5	10	0.365525	0.618247	2.80684e-05	5.59242e-28	0.132994
1627	0.1627	0.5	0.5	10	0.365526	0.618248	2.80684e-05	5.59241e-28	0.126526
1826	0.1826	0.5	0.5	10	0.365527	0.61825	2.80685e-05	5.59241e-28	0.119826
2050	0.205	0.5	0.5	10	0.365528	0.618251	2.80686e-05	5.59241e-28	0.112881
2301	0.2301	0.5	0.5	10	0.365529	0.618253	2.80687e-05	5.59241e-28	0.105761
2583	0.2583	0.5	0.5	10	0.36553	0.618255	2.80687e-05	5.59241e-28	0.0984902
2899	0.2899	0.5	0.5	10	0.365531	0.618258	2.80689e-05	5.59241e-28	0.09114
3254	0.3254	0.5	0.5	10	0.365533	0.61826	2.8069e-05	5.5924e-28	0.0837474
3652	0.3652	0.5	0.5	10	0.365535	0.618263	2.80691e-05	5.5924e-28	0.0763888
4099	0.4099	0.5	0.5	10	0.365537	0.618267	2.80693e-05	5.5924e-28	0.0691157
4600	0.46	0.5	0.5	10	0.365539	0.618271	2.80695e-05	5.59239e-28	0.0620093
5162	0.5162	0.5	0.5	10	0.365542	0.618276	2.80697e-05	5.59239e-28	0.0551296
5793	0.5793	0.5	0.5	10	0.365545	0.618281	2.80699e-05	5.59239e-28	0.0485356
6501	0.6501	0.5	0.5	10	0.365548	0.618287	2.80702e-05	5.59238e-28	0.0422931
7296	0.7296	0.5	0.5	10	0.365552	0.618293	2.80705e-05	5.59238e-28	0.0364515
8187	0.8187	0.5	0.5	10	0.365557	0.618301	2.80708e-05	5.59237e-28	0.0310362
9187	0.9187	0.5	0.5	10	0.365562	0.618309	2.80712e-05	5.59236e-28	0.0260429
10309	1.0309	0.5	0.5	10	0.365568	0.618319	2.80716e-05	5.59235e-28	0.0219229
11568	1.1568	0.5	0.5	10	0.365574	0.61833	2.80722e-05	5.59234e-28	0.0185596
12980	1.298	0.5	0.5	10	0.365582	0.618343	2.80727e-05	5.59233e-28	0.0156711
